Name,Course title,Question,Answer,Get Real,Fill Buckets,Be Intentional,Foster Grit,Drive Growth,Alignment,Accountability,Communication,Leadership,Execution,FUSION Relationship Summary,COR Relationship Summary
scott-gusso,29 - Course - Topic : Recognition Tranform,Do you know how your colleagues prefer to receive recognition?,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,29 - Course - Topic : Recognition Tranform,"What strategies do you apply when giving recognition to others?  Do you have tendencies, habits, or common behaviors?",-,0.00,0.00,0.50,0.00,0.00,0.50,0.25,0.00,0.25,0.25,Secondary: Be Intentional,"Secondary: Alignment; Tertiary: Accountability, Leadership, Execution"
scott-gusso,29 - Course - Topic : Recognition Tranform,How can you improve?,-,0.00,0.00,0.00,0.00,0.50,0.25,0.00,0.00,0.25,0.25,Secondary: Drive Growth,"Tertiary: Alignment, Leadership, Execution"
scott-gusso,29 - Course - Topic : Recognition Tranform,Rate your current ability to effectively recognize others.  1-5 (5 highest).,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,29 - Course - Topic : Recognition Tranform,"For the next seven days, make it a priority to recognize and appreciate your colleagues in different ways. Each day, use a new approach to show gratitude, highlight strengths, or celebrate contributions. Consider including thoughtful messages, handwritten notes, public shoutouts, behind-the-scenes acknowledgements, LinkedIn or social media endorsement, etc.",-,0.25,1.00,1.00,0.25,0.25,0.50,0.50,0.50,0.50,0.50,"Primary: Fill Buckets, Be Intentional; Tertiary: Get Real, Foster Grit, Drive Growth","Secondary: Alignment, Accountability, Communication, Leadership, Execution"
scott-gusso,30 - Course - Topic : Systems of Social Connection,"Review your organizational chart OR create a map or set of lists of interconnectedness with your workplace. Identify ways that the people in your department are connected with people in other departments or customer segments to fulfill your mission, vision, values. This could be through projects, products, processes, etc..",Testing 7/23,0.50,1.00,0.00,0.25,0.00,1.00,0.50,0.50,0.50,1.00,Primary: Fill Buckets; Secondary: Get Real; Tertiary: Foster Grit,"Primary: Alignment, Execution; Secondary: Accountability, Communication, Leadership"
scott-gusso,30 - Course - Topic : Systems of Social Connection,Rate your current ability to socially connect with others 1-5 (5 highest).,4,0.25,1.00,0.00,0.25,0.00,0.50,0.50,0.50,0.00,0.00,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Alignment, Accountability, Communication"
scott-gusso,30 - Course - Topic : Systems of Social Connection,"Invite your team to participate in the same activity, review the results, and construct a MAP together. This helps your team adopt system-based thinking and double-down on the importance of being intentional with development of social connection and relationships. (Optional)",-,0.25,1.00,0.50,0.25,0.50,0.50,0.50,0.50,0.50,0.50,"Primary: Fill Buckets; Secondary: Be Intentional, Drive Growth; Tertiary: Get Real, Foster Grit","Secondary: Alignment, Accountability, Communication, Leadership, Execution"
scott-gusso,30 - Course - Topic : Systems of Social Connection Transform,"Identify ways that you are connected with people in other departments or customer segments to fulfill your mission, vision, values. This could be through projects, products, processes, etc.",ays that yo,0.50,1.00,0.00,0.25,0.00,1.00,0.50,0.50,0.50,1.00,Primary: Fill Buckets; Secondary: Get Real; Tertiary: Foster Grit,"Primary: Alignment, Execution; Secondary: Accountability, Communication, Leadership"
scott-gusso,30 - Course - Topic : Systems of Social Connection Transform,"Which social connections can be developed, expanded, or enhanced?",ays that yo,0.25,1.00,0.00,0.25,0.50,0.50,0.50,0.50,0.25,0.25,"Primary: Fill Buckets; Secondary: Drive Growth; Tertiary: Get Real, Foster Grit","Secondary: Alignment, Accountability, Communication; Tertiary: Leadership, Execution"
scott-gusso,30 - Course - Topic : Systems of Social Connection Transform,Rate your current ability to socially connect with others 1-5 (5 highest).,3,0.25,1.00,0.00,0.25,0.00,0.50,0.50,0.50,0.00,0.00,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Alignment, Accountability, Communication"
scott-gusso,30 - Course - Topic : Systems of Social Connection Transform,Strategically seek out opportunities to expand your professional network both inside and outside of your organization. Leverage subsequent training modules to foster more meaningful relationships with these connections. (Optional),ays that yo,0.25,1.00,0.00,0.25,0.50,0.50,0.50,0.50,0.25,0.25,"Primary: Fill Buckets; Secondary: Drive Growth; Tertiary: Get Real, Foster Grit","Secondary: Alignment, Accountability, Communication; Tertiary: Leadership, Execution"
scott-gusso,30 - Course - Topic : Fiscal Decision-Making,"Write down three key factors that influenced your decision. Did you rely on data, past experiences, industry trends, or intuition?",-,0.00,0.00,0.50,0.00,0.00,0.00,0.25,0.00,1.00,0.25,Secondary: Be Intentional,"Primary: Leadership; Tertiary: Accountability, Execution"
scott-gusso,30 - Course - Topic : Fiscal Decision-Making,Reflect on the short-term and long-term impact. Did it align with strategic goals? Would you make the same decision again? Explain your answer.,-,0.50,0.00,0.50,0.00,0.00,1.00,0.25,0.25,1.00,0.25,"Secondary: Get Real, Be Intentional","Primary: Alignment, Leadership; Tertiary: Accountability, Communication, Execution"
scott-gusso,30 - Course - Topic : Fiscal Decision-Making,"Reassess the same decision using the evidence-based, Zero-Based Budgeting (ZBB) model. Leverage the â€œStrategic Budget Optimizer ZBB Toolâ€ to see whether your original decision still holds or if adjustments could have improved the outcome.",-,0.00,0.00,0.50,0.00,0.50,0.25,0.25,0.00,1.00,0.50,"Secondary: Be Intentional, Drive Growth","Primary: Leadership; Secondary: Execution; Tertiary: Alignment, Accountability"
scott-gusso,30 - Course - Topic : Fiscal Decision-Making,"Rate your current ability to make strategic, data-driven fiscal decisions that balance short-term needs with long-term outcomes. 1-5 (5 highest).",-,0.00,0.50,0.50,0.00,0.00,0.25,0.25,0.25,1.00,0.25,"Secondary: Fill Buckets, Be Intentional","Primary: Leadership; Tertiary: Alignment, Accountability, Communication, Execution"
scott-gusso,30 - Course - Topic : Fiscal Decision-Making,Prepare a strategy/plan with a few steps to take the next time you are faced with a situation where you need to leverage adaptability and adjust your approach.,-,0.00,0.25,0.50,1.00,0.50,0.50,0.50,0.00,1.00,0.25,"Primary: Foster Grit; Secondary: Be Intentional, Drive Growth; Tertiary: Fill Buckets","Primary: Leadership; Secondary: Alignment, Accountability; Tertiary: Execution"
scott-gusso,30 - Course - Topic : Inclusive Practices Transform,How do you contribute to an inclusive and respectful work environment?,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,30 - Course - Topic : Inclusive Practices Transform,"In what ways do you ensure that all voices are heard and valued in conversations, projects, or meetings?",-,0.50,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.25,0.00,Secondary: Get Real,"Primary: Alignment, Communication; Tertiary: Leadership"
scott-gusso,30 - Course - Topic : Inclusive Practices Transform,Are there moments where unconscious bias may impact your interactions or decisions?,-,0.00,0.00,0.50,0.00,0.00,0.00,0.25,0.50,1.00,1.00,Secondary: Be Intentional,"Primary: Leadership, Execution; Secondary: Communication; Tertiary: Accountability"
scott-gusso,30 - Course - Topic : Inclusive Practices Transform,How does your organization support inclusivity? Are there areas for improvement?,-,0.00,0.50,0.00,0.00,0.50,0.25,0.25,0.25,0.25,0.25,"Secondary: Fill Buckets, Drive Growth","Tertiary: Alignment, Accountability, Communication, Leadership, Execution"
scott-gusso,30 - Course - Topic : Inclusive Practices Transform,Rate your current ability to contribute to and support inclusive practices in your workplace. 1-5 (5 highest).,-,0.00,0.50,0.00,0.00,0.00,0.25,0.25,0.25,0.00,0.00,Secondary: Fill Buckets,"Tertiary: Alignment, Accountability, Communication"
scott-gusso,30 - Course - Topic : Inclusive Practices Transform,"Implicit biases shape how we interact with othersâ€”often without us realizing it. Take Harvardâ€™s Implicit Association Test (IAT) to uncover potential biases. Then, choose one action to foster greater inclusivity in your daily interactions, such as actively seeking input from diverse perspectives or challenging assumptions before making decisions.",-,0.00,0.00,0.50,0.00,0.00,0.00,0.25,0.50,1.00,1.00,Secondary: Be Intentional,"Primary: Leadership, Execution; Secondary: Communication; Tertiary: Accountability"
scott-gusso,30 - Course - Topic : Recognition (1),Plan and prepare a strategy to gather information from your individual team members to understand how each of them would like to receive recognition.,Testing 7/23,0.00,0.00,0.50,0.00,0.00,0.50,0.25,0.50,0.50,0.25,Secondary: Be Intentional,"Secondary: Alignment, Communication, Leadership; Tertiary: Accountability, Execution"
scott-gusso,30 - Course - Topic : Recognition (1),Reflect on how you like to receive recognition. Share that information with your direct supervisor,Testing 7/23,0.50,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.00,Secondary: Get Real,"Tertiary: Alignment, Communication, Leadership"
scott-gusso,30 - Course - Topic : Recognition (1),Then identify who to ask and how you feel about asking for those needs.,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,30 - Course - Topic : Recognition (1),"Do you or members of your team express attitudes or behaviors which focus more on negativity, entitlement, or dissatisfaction? Here are some common opposites of gratitude.",-,0.00,0.00,0.50,0.00,0.00,0.50,0.25,0.50,0.50,1.00,Secondary: Be Intentional,"Primary: Execution; Secondary: Alignment, Communication, Leadership; Tertiary: Accountability"
scott-gusso,30 - Course - Topic : Recognition (1),Rate your current ability to effectively recognize members of your team. 1-5 (5 highest).,4,0.25,0.00,0.00,0.00,0.00,0.50,0.00,0.25,0.50,0.00,Tertiary: Get Real,"Secondary: Alignment, Leadership; Tertiary: Communication"
scott-gusso,30 - Course - Topic : Recognition (1),Rate your ability to empower others to advocate for themselves. 1-5 (5 highest),-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,30 - Course - Topic : Recognition (1),"Identify an area of growth, a goal, or a skill with a team member. Next identify a way for your team members to advocate for themselves and a way that you could support them to accomplish the task in the next 30 days.",-,0.00,0.50,0.50,0.00,0.50,0.50,0.25,0.25,0.50,0.25,"Secondary: Fill Buckets, Be Intentional, Drive Growth","Secondary: Alignment, Leadership; Tertiary: Accountability, Communication, Execution"
scott-gusso,30 - Course - Topic : Burnout Inventory Tool for Leaders,Burnout Inventory Checkbox Input,-,0.00,0.50,0.00,0.00,0.00,0.25,0.25,0.25,1.00,0.50,Secondary: Fill Buckets,"Primary: Leadership; Secondary: Execution; Tertiary: Alignment, Accountability, Communication"
scott-gusso,31 - Course - Topic : Relationship Building,Let people know the plan at least 2 weeks in  advance and/or send a meeting invite.,Testing 4/3,0.25,1.00,0.50,0.25,0.00,0.25,0.50,0.50,0.25,0.25,"Primary: Fill Buckets; Secondary: Be Intentional; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication; Tertiary: Alignment, Leadership, Execution"
scott-gusso,31 - Course - Topic : Relationship Building,Be considerate of peopleâ€™s schedules outside of the standard work day,Testing 4/3,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.00,0.00,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication; Tertiary: Alignment"
scott-gusso,31 - Course - Topic : Relationship Building,Rate your current ability to build relationships 1-5 (5 highest).,4,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.00,0.00,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication; Tertiary: Alignment"
scott-gusso,31 - Course - Topic : Relationship Building,"This should be a quick activity that allows people to learn about each other, decrease tension, and still allow for enough time in the meeting to cover the agenda. (Optional)",Testing 4/3,0.25,1.00,0.50,0.25,0.50,0.25,0.50,0.50,0.25,0.25,"Primary: Fill Buckets; Secondary: Be Intentional, Drive Growth; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication; Tertiary: Alignment, Leadership, Execution"
scott-gusso,31 - Course - Topic : Relationship Building Transform,Let people know the plan at least 2 weeks in  advance and/or send a meeting invite.,"d, or the way they behave",0.25,1.00,0.50,0.25,0.00,0.25,0.50,0.50,0.25,0.25,"Primary: Fill Buckets; Secondary: Be Intentional; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication; Tertiary: Alignment, Leadership, Execution"
scott-gusso,31 - Course - Topic : Relationship Building Transform,Be considerate of peopleâ€™s schedules outside of the standard work day,"d, or the way they behave",0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.00,0.00,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication; Tertiary: Alignment"
scott-gusso,31 - Course - Topic : Relationship Building Transform,Rate your current ability to build relationships 1-5 (5 highest).,3,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.00,0.00,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication; Tertiary: Alignment"
scott-gusso,31 - Course - Topic : Relationship Building Transform,"This should be a quick activity that allows people to learn about each other, decrease tension, and still allow for enough time in the meeting to cover the agenda. (Optional)","d, or the way they behave",0.25,1.00,0.50,0.25,0.50,0.25,0.50,0.50,0.25,0.25,"Primary: Fill Buckets; Secondary: Be Intentional, Drive Growth; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication; Tertiary: Alignment, Leadership, Execution"
scott-gusso,31 - Course - Topic : Cultural Intervention,Vision & Leadership: Do I clearly define and communicate the cultural vision that aligns with business objectives?,-,0.00,0.00,0.25,0.25,1.00,1.00,0.00,1.00,1.00,0.50,"Primary: Drive Growth; Tertiary: Be Intentional, Foster Grit","Primary: Alignment, Communication, Leadership; Secondary: Execution"
scott-gusso,31 - Course - Topic : Cultural Intervention,Modeling Behavior: Do my daily actions reflect the cultural values I expect from my team?,-,0.50,0.00,0.50,0.00,0.00,1.00,0.25,0.25,0.50,1.00,"Secondary: Get Real, Be Intentional","Primary: Alignment, Execution; Secondary: Leadership; Tertiary: Accountability, Communication"
scott-gusso,31 - Course - Topic : Cultural Intervention,Employee Engagement: Do I actively seek input from employees at all levels to shape cultural improvements?,-,0.00,0.00,0.00,0.00,0.50,0.25,0.00,0.00,0.25,0.25,Secondary: Drive Growth,"Tertiary: Alignment, Leadership, Execution"
scott-gusso,31 - Course - Topic : Cultural Intervention,"Communication & Transparency: Do I create open, two-way communication about cultural expectations and changes?",-,0.00,0.00,0.00,0.00,0.50,0.25,0.50,1.00,0.25,0.25,Secondary: Drive Growth,"Primary: Communication; Secondary: Accountability; Tertiary: Alignment, Leadership, Execution"
scott-gusso,31 - Course - Topic : Cultural Intervention,"Measurement & Adaptation: Do I use feedback, data, or key performance indicators to assess cultural progress and adjust as needed?",-,0.50,0.00,0.00,0.00,0.50,0.25,0.00,1.00,0.25,0.50,"Secondary: Get Real, Drive Growth","Primary: Communication; Secondary: Execution; Tertiary: Alignment, Leadership"
scott-gusso,31 - Course - Topic : Cultural Intervention,Rate your current ability to lead with adaptability. 1-5 (5 highest).,-,0.00,0.25,0.00,1.00,0.50,0.50,0.50,0.00,0.25,0.25,Primary: Foster Grit; Secondary: Drive Growth; Tertiary: Fill Buckets,"Secondary: Alignment, Accountability; Tertiary: Leadership, Execution"
scott-gusso,31 - Course - Topic : Cultural Intervention,"Review the <a href=""#"">Leadership Guide for Effective Cultural Change</a> resource, then identify one small action you can take this week to strengthen your culture. Identify who on your leadership team can help reinforce this positive cultural shift.",-,0.00,0.00,0.50,0.25,1.00,1.00,0.25,0.00,1.00,1.00,Primary: Drive Growth; Secondary: Be Intentional; Tertiary: Foster Grit,"Primary: Alignment, Leadership, Execution; Tertiary: Accountability"
scott-gusso,31 - Course - Topic : Advocating for Self Transform,"Identify your strengths, weaknesses, and areas for growth. (Personal SWOT)",-,0.00,0.00,0.00,0.00,0.50,0.25,0.00,0.00,0.50,0.25,Secondary: Drive Growth,"Secondary: Leadership; Tertiary: Alignment, Execution"
scott-gusso,31 - Course - Topic : Advocating for Self Transform,"Next, identify anything you need from outside sources to accomplish those goals; then, consider taking the challenge below!",-,0.00,0.00,0.50,0.50,0.00,0.25,0.25,0.00,0.25,0.25,"Secondary: Be Intentional, Foster Grit","Tertiary: Alignment, Accountability, Leadership, Execution"
scott-gusso,31 - Course - Topic : Advocating for Self Transform,Rate your current ability to advocate for yourself. 1-5 (5 highest),-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,31 - Course - Topic : Advocating for Self Transform,"Identify a personal growth area, goal, or skill you want to develop. Then, determine one way you can advocate for yourselfâ€”whether by requesting feedback, seeking a new opportunity, or asking for resources. Take action within the next 30 days and track your progress.",-,0.50,0.00,0.50,0.00,0.50,0.25,0.25,1.00,0.50,1.00,"Secondary: Get Real, Be Intentional, Drive Growth","Primary: Communication, Execution; Secondary: Leadership; Tertiary: Alignment, Accountability"
scott-gusso,31 - Course - Topic : Inclusive Practices (1),Identify how you  incorporate inclusive practices and/or programs into your communication and leadership strategies?,Testing 7/23,0.00,0.00,0.25,0.25,1.00,0.50,0.00,1.00,1.00,0.50,"Primary: Drive Growth; Tertiary: Be Intentional, Foster Grit","Primary: Communication, Leadership; Secondary: Alignment, Execution"
scott-gusso,31 - Course - Topic : Inclusive Practices (1),Identify how your organization incorporates inclusive practices and/or programs?  Are there gaps or opportunities for improvement?  Consider discussing these with your supervisor.,Testing 7/23,0.00,0.00,0.00,0.00,0.50,0.25,0.00,0.00,0.25,0.25,Secondary: Drive Growth,"Tertiary: Alignment, Leadership, Execution"
scott-gusso,31 - Course - Topic : Inclusive Practices (1),Then identify who to ask and how you feel about asking for those needs.,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,31 - Course - Topic : Inclusive Practices (1),"Do you or members of your team express attitudes or behaviors which focus more on negativity, entitlement, or dissatisfaction? Here are some common opposites of gratitude.",-,0.00,0.00,0.50,0.00,0.00,0.50,0.25,0.50,0.50,1.00,Secondary: Be Intentional,"Primary: Execution; Secondary: Alignment, Communication, Leadership; Tertiary: Accountability"
scott-gusso,31 - Course - Topic : Inclusive Practices (1),Rate your current ability to establish inclusive practices. 1-5 (5 highest),4,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,31 - Course - Topic : Inclusive Practices (1),Rate your ability to empower others to advocate for themselves. 1-5 (5 highest),-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,31 - Course - Topic : Inclusive Practices (1),"Identify an area of growth, a goal, or a skill with a team member. Next identify a way for your team members to advocate for themselves and a way that you could support them to accomplish the task in the next 30 days.",-,0.00,0.50,0.50,0.00,0.50,0.50,0.25,0.25,0.50,0.25,"Secondary: Fill Buckets, Be Intentional, Drive Growth","Secondary: Alignment, Leadership; Tertiary: Accountability, Communication, Execution"
scott-gusso,31 - Sustain - Tools - Saying â€œNoâ€ Scripts Worksheet,Sample Scripts:,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,31 - Sustain - Tools - Saying â€œNoâ€ Scripts Worksheet,Write Your Own:,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,32 - Course - Topic : Meaningful Relationships,"Create a strategy inventory. Which actions, systems, and strategies do we leverage to intentionally foster meaningful relationships within the team?",Testing 7/23,0.25,1.00,0.50,0.25,0.00,0.50,0.50,0.50,0.50,1.00,"Primary: Fill Buckets; Secondary: Be Intentional; Tertiary: Get Real, Foster Grit","Primary: Execution; Secondary: Alignment, Accountability, Communication, Leadership"
scott-gusso,32 - Course - Topic : Meaningful Relationships,"As a leader, complete the inventory then ask others to do the same.",Testing 7/23,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,1.00,0.50,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Primary: Leadership; Secondary: Accountability, Communication, Execution; Tertiary: Alignment"
scott-gusso,32 - Course - Topic : Meaningful Relationships,How often will you AND/OR the team review and update the inventory?,Testing 7/23,0.25,1.00,0.00,0.25,0.00,0.50,0.50,0.50,0.50,0.00,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Alignment, Accountability, Communication, Leadership"
scott-gusso,32 - Course - Topic : Meaningful Relationships,Rate your current ability to nurture meaningful relationships 1-5 (5 highest).,4,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.00,0.00,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication; Tertiary: Alignment"
scott-gusso,32 - Course - Topic : Meaningful Relationships - Transform,"Create a strategy inventory. Which actions, systems, and strategies do we leverage to intentionally foster meaningful relationships within the team?",nally foster mean,0.25,1.00,0.50,0.25,0.00,0.50,0.50,0.50,0.50,1.00,"Primary: Fill Buckets; Secondary: Be Intentional; Tertiary: Get Real, Foster Grit","Primary: Execution; Secondary: Alignment, Accountability, Communication, Leadership"
scott-gusso,32 - Course - Topic : Meaningful Relationships - Transform,"As a leader, complete the inventory then ask others to do the same.",nally foster mean,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,1.00,0.50,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Primary: Leadership; Secondary: Accountability, Communication, Execution; Tertiary: Alignment"
scott-gusso,32 - Course - Topic : Meaningful Relationships - Transform,How often will you AND/OR the team review and update the inventory?,nally foster mean,0.25,1.00,0.00,0.25,0.00,0.50,0.50,0.50,0.50,0.00,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Alignment, Accountability, Communication, Leadership"
scott-gusso,32 - Course - Topic : Meaningful Relationships - Transform,Rate your current ability to nurture meaningful relationships 1-5 (5 highest).,3,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.00,0.00,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication; Tertiary: Alignment"
scott-gusso,"32 - Course - Topic : Saying ""no"" Transform","Develop a script in the Saying â€œNoâ€ worksheet by creating a few go-to phrases or scripts for saying ""no"" politely. Having prepared responses can make it easier to decline without feeling guilty and manage time, expectations, not apologize excessively and engage in self fulfilling activities.",-,0.50,0.00,0.50,0.00,0.50,0.25,0.50,0.25,0.25,0.25,"Secondary: Get Real, Be Intentional, Drive Growth","Secondary: Accountability; Tertiary: Alignment, Communication, Leadership, Execution"
scott-gusso,"32 - Course - Topic : Saying ""no"" Transform",Rate your current ability to effectively say â€œno.â€ 1-5 (5 highest).,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,"32 - Course - Topic : Saying ""no"" Transform","Review your current workload and identify any non-essential tasks or responsibilities that may be overwhelming your capacity. Practice setting boundaries by respectfully saying no, seeking clarification on priorities, or discussing workload adjustments with your supervisor to ensure youâ€™re focusing on what truly matters.",-,0.25,0.00,1.00,0.00,0.25,0.00,1.00,0.00,0.50,0.50,"Primary: Be Intentional; Tertiary: Get Real, Drive Growth","Primary: Accountability; Secondary: Leadership, Execution"
scott-gusso,32 - Course - Topic : Storytelling (1),"Identify the elements that made that story memorable to you (characters, plot, personality of the storyteller, etc.)?",Testing 7/23,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,32 - Course - Topic : Storytelling (1),What are the elements of their technique you would like to replicate in your own storytelling?,Testing 7/23,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,32 - Course - Topic : Storytelling (1),Then identify who to ask and how you feel about asking for those needs.,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,32 - Course - Topic : Storytelling (1),"Do you or members of your team express attitudes or behaviors which focus more on negativity, entitlement, or dissatisfaction? Here are some common opposites of gratitude.",-,0.00,0.00,0.50,0.00,0.00,0.50,0.25,0.50,0.50,1.00,Secondary: Be Intentional,"Primary: Execution; Secondary: Alignment, Communication, Leadership; Tertiary: Accountability"
scott-gusso,32 - Course - Topic : Storytelling (1),Rate your current ability to leverage effective storytelling. 1-5 (5 highest).,4,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,32 - Course - Topic : Storytelling (1),Rate your ability to empower others to advocate for themselves. 1-5 (5 highest),-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,32 - Course - Topic : Storytelling (1),"Identify an area of growth, a goal, or a skill with a team member. Next identify a way for your team members to advocate for themselves and a way that you could support them to accomplish the task in the next 30 days.",-,0.00,0.50,0.50,0.00,0.50,0.50,0.25,0.25,0.50,0.25,"Secondary: Fill Buckets, Be Intentional, Drive Growth","Secondary: Alignment, Leadership; Tertiary: Accountability, Communication, Execution"
scott-gusso,32 - Course - Topic : Legacy & Industry Development,What impact will you leave?,Testing 7/24,0.00,0.00,0.00,0.00,0.50,0.25,0.00,0.00,0.25,0.25,Secondary: Drive Growth,"Tertiary: Alignment, Leadership, Execution"
scott-gusso,32 - Course - Topic : Legacy & Industry Development,How will your leadership shape the future of your business/organization?,Testing 7/24,0.00,0.00,0.25,0.25,1.00,0.50,0.00,0.00,1.00,0.50,"Primary: Drive Growth; Tertiary: Be Intentional, Foster Grit","Primary: Leadership; Secondary: Alignment, Execution"
scott-gusso,32 - Course - Topic : Legacy & Industry Development,How will your leadership shape the future of your industry?,Testing 7/24,0.00,0.00,0.25,0.25,1.00,0.50,0.00,0.00,1.00,0.50,"Primary: Drive Growth; Tertiary: Be Intentional, Foster Grit","Primary: Leadership; Secondary: Alignment, Execution"
scott-gusso,32 - Course - Topic : Legacy & Industry Development,Rate your current ability to build a legacy that extends far beyond your tenure. 1-5 (5 highest).,4,0.00,0.00,0.00,0.00,0.50,0.25,0.00,0.00,0.25,0.25,Secondary: Drive Growth,"Tertiary: Alignment, Leadership, Execution"
scott-gusso,32 - Course - Topic : Legacy & Industry Development,"Rate your current ability to drive progress, innovation, and sustainability within your industry. 1-5 (5 highest).",4,0.00,0.00,0.00,0.00,0.50,0.25,0.00,0.00,0.25,0.25,Secondary: Drive Growth,"Tertiary: Alignment, Leadership, Execution"
scott-gusso,32 - Course - Topic : Legacy & Industry Development,"Review the Leadership Guide for Effective Cultural Change resource, then identify one small action you can take this week to strengthen your culture. Identify who on your leadership team can help reinforce this positive cultural shift.",Testing 7/24,0.00,0.00,0.50,0.25,1.00,1.00,0.25,0.00,1.00,1.00,Primary: Drive Growth; Secondary: Be Intentional; Tertiary: Foster Grit,"Primary: Alignment, Leadership, Execution; Tertiary: Accountability"
scott-gusso,32 - Sustain - Tools - Fusion Legacy Road,Step 1,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,32 - Sustain - Tools - Fusion Legacy Road,Step 2,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,32 - Sustain - Tools - Fusion Legacy Road,Step 3,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
